directory,file,room_0_prob,room_103_prob
0,ble_data_1737085804.csv,0.671798157705874,0.32820184229412636
0,ble_data_1737085839.csv,0.6132393421385429,0.3867606578614571
0,ble_data_1737085874.csv,0.5783103729266968,0.42168962707330304
0,wifi_data_1737085874.csv,0.9857750981894329,0.014224901810566416
0,wifi_data_1737085839.csv,0.9857750981894329,0.014224901810566416
0,wifi_data_1737085804.csv,0.9846701164025489,0.015329883597450456
514,wifi_data_1737084866.csv,0.9751986520834227,0.024801347916577423
514,wifi_data_1737084906.csv,0.9742007808795988,0.02579921912040125
514,wifi_data_1737084960.csv,0.9803993143916079,0.01960068560839228
514,ble_data_1737084960.csv,0.5831961650367803,0.41680383496321977
514,ble_data_1737084866.csv,0.5043874016174986,0.4956125983825014
514,ble_data_1737084906.csv,0.5914897334613672,0.40851026653863287
513,ble_data_1738627149.csv,0.5392047632317992,0.4607952367682008
513,ble_data_1738627165.csv,0.5733230457775582,0.42667695422244184
513,wifi_data_1738627178.csv,0.9814353471073216,0.018564652892678498
513,wifi_data_1738627149.csv,0.9518803304694661,0.04811966953053388
513,ble_data_1738627178.csv,0.6141216498803144,0.38587835011968574
513,wifi_data_1738627165.csv,0.9814353471073216,0.018564652892678498
